company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
"YONGMA LOGIS CO., LTD.",,,,"KOREA, SOUTH",,034511,,,"GIMPO-SI, GYEONGGI-DO 10136",,,"2, 78 ARAYUK-RO, GOCHON-EUP",NVOCC,,2028-02-27,
IB CARGO SERVICES LLC,BETSY PEREZ,,(786) 239-4949,UNITED STATES,,034513,,034513,DORAL,FL,33178,4230 NW 107TH AVE SUITE 3406,NVOCC + FF,AUTHORIZED MEMBER/MANAGER,2029-03-31,
WINSTAR GLOBAL LOGISTICS (U.S.A.) INC,KIN KEONG (KEN) TAM,,(650) 872-3833,UNITED STATES,,034514,,034514,BURLINGAME,CA,94010,833 MAHLER ROAD UNIT 18,NVOCC,"DIRECTOR, PRESIDENT, SECRETARY, TREASURER",2029-04-30,(650) 872-3933
"CLOUD LOGISTICS CHINA CO., LTD.",,,,CHINA,,034517,,,SHANGHAI 200086,,,"RM 2105, BUILDING C, NO.469 WU SONG RD",NVOCC,,2028-03-03,
"CLEARSTREAM LOGISTICS, LLC",BRIAN LOBO,,(909) 859-5678,UNITED STATES,,034518,,033118,HOBOKEN,NJ,07030,50 HARRISON STREET SUITE 206,NVOCC,VICE PRESIDENT,2026-08-31,
"QINGDAO HARING LOGISTICS CO., LTD",,,,CHINA,,034519,,,"QINGDAO CITY, SHANDONG PROVINCE 266041",,,"ROOM 127, NO. 2 ANPING ROAD, LICANG DISTRICT",NVOCC,,2028-03-03,
"XIAMEN HEROS INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034520,,,"XIAMEN, FUJIAN 361006",,,"AB ROOM, 5TH FLOOR, NO. 18, YUNAN 3RD RD. HULI DISTRICT, XIAMEN FREE TRADE ZONE",NVOCC,,2029-03-05,
SHENZHEN ONE BRIDGE LOGISTICS COMPANY,,,,CHINA,,034522,,,"SHENZHEN, GUANGDONG 518017",,,"4101B-4102, TIMES SQUARE EXCELLENCE 4068 YITIAN ROAD, FUTIAN DISTRICT",NVOCC,,2028-03-03,
"SAIL LINE GLOBAL LOGISTICS CO., LIMITED",,,,CHINA,,034524,,,SHANGHAI 200082,,,"ROOM 1707-1708, EAST TOWER, NO. 1089 DONGDAMING ROAD, HONGKOU DISTRICT",NVOCC,,2028-03-04,
LATT LOGISTICS SHIPPING S.A.E. CO.,,,,EGYPT,,034526,,,ALEXANDRIA 21131,,,"VILLA D, B30 LUMUMBA ST. ELSHALALAT",NVOCC,,2028-03-05,
SWIFFLO GLOBAL LOGISTICS,HSING CHENG WANG,,(626) 715-9333,UNITED STATES,,034527,,034527,POMONA,CA,91767,2879 METROPOLITAN PLACE,NVOCC + FF,"CEO, CFO, SECRETARY",2029-07-31,(626) 715-9333
PROWIN GROUP LOGISTICS INC.,YUETING LUO,,(347) 750-9619,UNITED STATES,,034529,,034529,BROOKLYN,NY,11204,2265 65TH STREET,NVOCC + FF,PRESIDENT,2026-09-30,(718) 569-2124
"SHANGHAI SMOOTH CHEMICAL LOGISTICS CO.,LTD",,,,CHINA,,034530,,,SHANGHAI 200083,,,"ROOM 607, NO.82 NORTH ZHONGSHAN NO.1 ROAD",NVOCC,,2028-03-05,
GKC OCEAN SHIPPING LINE LLC,IL SUB (AKA DANIEL) SON,,(877) 494-2424,UNITED STATES,,034532,,034532,LAWRENCEVILLE,GA,30043,1750 SPECTRUM DRIVE UNIT 2,NVOCC,MEMBER/MANAGER,2029-02-28,
"TIANJIN ECHAIN LOGISTICS SUPPLY-CHAIN CO.,LTD",,,,CHINA,,034533,,,TIANJIN CITY,,,"ROOM 605, #1 BUILDING, GOLDEN VALLEY MASION 1 BINJIANG AVENUE, HEPING DISTRICT",NVOCC,,2028-03-05,
SEAL TRANSPORT SOLUTIONS JOINT STOCK COMPANY,,,,VIETNAM,,034534,,,HO CHI MINH CITY,,,"161/1-3, CONG HOA STR., BAY HIEN WARD",NVOCC,,2028-03-05,
"SHANGHAI SINO LOGISTICS CO.,LTD",,,,CHINA,,034537,,,SHANGHAI 200435,,,"ROOM 605, BUILDING B, 555# SHOU YANG ROAD JINAN DISTRICT",NVOCC,,2028-03-06,
"SHANGHAI YUSHI SHIPPING CO.,LTD",,,,CHINA,,034538,,,SHANGHAI 201416,,,"BUILDING 3, NO.101, BEICUN ROAD FENGXIAN DISTRICT",NVOCC,,2028-03-06,
"SHANGHAI COSCO SHIPPING TANKTAINER CO., LTD",,,,CHINA,,034540,,,SHANGHAI 200082,,,"ROOM 701-702, WENTONG BUILDING NO.739 KUNMING ROAD",NVOCC,,2028-03-07,
"FIRST CLASS CO., LTD.",,,,"KOREA, SOUTH",,034541,FIRST CLASS,,SEOUL,,,"ROOM 907-908, 181, GASAN DIGITAL 1-RO, GEUMCHEON-GU,",NVOCC,,2028-03-07,
"INSPIRE INTERNATIONAL FORWARDING, LLC",CHRISTINA LOCHAMY,,(404) 905-6200,UNITED STATES,,034543,,034543,ALPHARETTA,GA,30022,4750 WEATHERVANE DRIVE,NVOCC + FF,VICE PRESIDENT,2027-03-31,(404) 905-6700
"YQN TRIMAN LOGISTICS CO., LTD",,,,CHINA,,034544,,,SHENZHEN,,,"FLOOR 13A LANDMARK REAL ESTATE, NO.6 LIYUAN ROAD, LUOHU DISTRICT",NVOCC,,2028-03-10,
ITK INTERNATIONALES TRANSPORT-KONTOR GMBH,,,,GERMANY,,034545,,,KARLSRUHE 76189,,,NORDBECKENSTRABE 10-13,NVOCC,,2028-03-10,
SHIPX USA INC.,MISSUKY JANJUA,,(305) 967-0779,UNITED STATES,,034546,,034546,MIAMI,FL,33182,1970 NW 129TH AVENUE SUITE 101,NVOCC + FF,PRESIDENT,2027-06-30,(305) 967-0779
ACTION WORLDWIDE LOGISTICS LLC,CAMILLA SANTOS,,(305) 582-8599,UNITED STATES,,034547,,034547,MIAMI,FL,33131,601 BRICKELL KEY DRIVE SUITE 901,NVOCC + FF,OPERATIONS MANAGER,2027-07-31,(305) 582-8599
TRANSLOG SERVICES INC.,ALLEN TRAN,,(626) 318-6823,UNITED STATES,,034550,,034550,COVINA,CA,91722,4544 N. BRIGHTVIEW DRIVE,NVOCC + FF,"DIRECTOR, PRESIDENT/CEO, SECRETARY, TREASURER/CFO",2027-10-31,
MEIYA SHIPPING LLC,WEIQUN (HEIKE) ZHENG,,(908) 699-0126,UNITED STATES,,034551,,034551,EDISON,NJ,08837,355 CLEARVIEW ROAD,NVOCC + FF,VICE PRESIDENT,2027-01-31,
"GREAT LINK LOGISTICS VIETNAM CO.,LTD",,,,VIETNAM,,034552,,,HO CHI MINH CITY,,,"19 STREET 7, CITYLAND CENTER HILL WARD 7, GO VAP DISTRICT",NVOCC,,2028-03-11,
"SHENZHEN CAPITAL FREIGHT MANAGEMENT CO.,LTD",,,,CHINA,,034553,,,SHENZHEN,,,"3012, TOWER A, BUILDING 2, COFCO XIANGYUN AILIAN, LONGCHENG LONGGANG",NVOCC,,2028-03-11,
HUB NATIVO LLC,MARTIN MEDINA,,(754) 704-9903,UNITED STATES,,034554,NATIVO,034554,MIAMI,FL,33178,11600 NW 91 ST SUITE #2,NVOCC,MEMBER/MANAGER,2027-04-30,
"ADP LOGIX, INC",JANIE LEE,,(714) 745-6857,UNITED STATES,,034557,,034557,BUENA PARK,CA,90621,7001 VILLAGE DR #255,NVOCC,"DIR, PRES/CEO, SEC, TREAS",2027-07-31,
PEGASUS SCM INC.,JENNIFER HOWARD,,(310) 658-1983,UNITED STATES,,034558,,034558,CITY OF INDUSTRY,CA,91746,13181 CROSSROADS PKWY N 200A,NVOCC,COO,2027-08-31,
UNITED HARBOUR LINE LLC,"PHUONG ""JAY"" LA",,(714) 747-7029,UNITED STATES,,034559,,034559,ONTARIO,CA,91761,2220 S. PLEASANT AVE.,NVOCC,MEMBER/MANAGER,2027-09-30,
THE 555 CLUB INC.,MANUEL TORRES,,(305) 786-0225,UNITED STATES,,034560,555 N.V.O.C.C. AIR AND SEA,034560,MIAMI,FL,33131,848 BRICKELL AVENUE PH5,NVOCC,PRESIDENT,2027-10-31,(305) 786-0226
"QINGDAO YORK INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034561,,,QINGDAO 266101,,,"ROOM 1524, BUILDING 7, SHANGUANG EAST XINTIANDI NO. 23 LIAOYANG EAST RD., LAOSHAN DISTRICT",NVOCC,,2028-03-13,
"HYUPJIN GLOBAL CO.,LTD.",,,,"KOREA, SOUTH",,034562,,,SEOUL,,,"11F HAEAM BLDG, 5, TEHERAN-RO 4-GIL, GANGNAM-GU,",NVOCC,,2028-03-13,
"DH LOGISTICS CO.,LTD",,,,CHINA,,034563,,,SHANGHAI,,,"ROOM 5357, BLDG 5, NO.735, LIYAND RD HONGKOU DIST",NVOCC,,2028-03-13,
"COOL WORLD (XIAMEN) INTERNATIONAL LOGISTICS CO.,LTD.",,,,CHINA,,034565,,,XIAMEN CITY 361000,,,"ROOM 508,BONDED MARKET BUILDING,NO.88 XIANGYU RD XIAMEN AREA CHINA (FUJIAN) PILOT FREE TRADE ZONE",NVOCC,,2028-03-13,
"JIANGSU OCEAN STAR INTERNATIONAL LOGISTICS CO.,LTD.",,,,CHINA,,034566,,,"NANJING, JIANGSU 210000",,,"RM2, FIRST BUILDING,NO.158 LUSHAN RD JIANYE DISTRICT",NVOCC,,2028-03-13,
"MEIMEIDA SUPPLY CHAIN (SHENZHEN) CO., LTD",,,,CHINA,,034567,,,"SHENZHEN, GUANGDONG 518100",,,"ROOM 1803-1, BUILDING 3, TIANAN YUNGU PHASE 1 BANTIAN STREET, LONGGANG DISTRICT",NVOCC,,2028-03-13,
"SHENZHEN LEAP PEAK LOGISTICS CO.,LTD",,,,CHINA,,034568,,,SHENZHEN 518100,,,"3315, BUILDING 13, OCEAN PLAZA, NO. 16,YIFENG ROAD LONGGANG STREET, LONGGANG DISTRICT",NVOCC,,2028-03-13,
"ZHEJIANG JANDLE SUPPLY CHAIN MANAGEMENT CO.,LTD.",,,,CHINA,,034569,,,JIAXING 314200,,,7/F GENERAL CHAMBER OF COMMERCE BUILDING 109 CAODUI ROAD,NVOCC,,2028-03-13,
"DALIAN DJD INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034570,,,DALIAN 116001,,,"26/F, HONGYU COMMERCIAL BUILDING NO.68, RENMIN ROAD",NVOCC,,2028-03-13,
OCEAN SHIPPING SOLUTIONS INC,ULISA (RISA) KATOA,,(424) 677-9807,UNITED STATES,,034571,,03457,GARDENA,CA,90248,18016 S. WESTERN AVENUE SUITE 120,NVOCC,"DIR, PRES, VP, SEC, TREAS/CFO",2027-07-31,
1ST CHOICE FREIGHT SERVICES (NORTH AMERICA) LTD.,,,,CANADA,,034572,,,RICHMOND V6V 2K2,,,123-13982 CAMBIE ROAD,NVOCC,,2029-04-15,
YSL ULUSLARARASI NAKL. DIS TIC. A.S,,,,TURKEY,,034574,,,ISTANBUL 34750,,,KUCUKBAKKALKOY MAH. KOCA SINAN CAD. NO: 26 ATASEHIR,NVOCC,,2028-03-14,
"SHANGHAI CHANGHEAN SUPPLY CHAIN CO., LTD.",,,,CHINA,,034575,,,SHANGHAI 200000,,,"ROOM 419, BUILDING T2, NO. 578 MINFU ROAD NEW JIANGWAN CITY STREET, YANGPU DISTRICT",NVOCC,,2028-03-14,
"DALIAN RONGHANG SUPPLY CHAIN MANAGEMENT CO.,LTD",,,,CHINA,,034576,,,DALIAN 116007,,,"19 -3, NO 56 CHANGJIANG EAST ROAD ZHONGSHANG DISTRICT",NVOCC,,2028-03-14,
GLOBAL DIRECT LOGISTICS LLC,PETER SHIN,,(619) 400-9159,UNITED STATES,,034577,,034577,BUFFALO GROVE,IL,60089,1303 HIDDEN LAKE DR,NVOCC,MEMBER,2028-07-31,
"PORTHOS INTERNATIONAL, CORP.",JOHANNA COPPERS,,(305) 363-6879,UNITED STATES,,034578,,034578,DORAL,FL,33126,1944 NW 82ND AVE,NVOCC + FF,VICE PRESIDENT OF OPERATIONS,2028-08-31,
TARGETING A INC,HAO LIANG,,(626) 586-1180,UNITED STATES,,034580,,034580,BREA,CA,92821,3070 SATURN STREET SUITE 102,NVOCC + FF,PRES/TRES/SEC,2028-10-31,
INTEGRITY LOGISTICS CORP,KHA DIEP,,(510) 396-6110,UNITED STATES,,034581,,034581,BREA,CA,92821,2416 EAST KERN RIVER LN,NVOCC,SECRETARY,2028-01-31,
PEETA LOGISTICS LLC,JESSICA THANAVASTIEN,,(713) 444-5158,UNITED STATES,,034582,,034582,HOUSTON,TX,77084,16522 KASSIKAY DRIVE,NVOCC + FF,MEMBER/MGR. MEM./PRES./SEC./TREAS.,2028-02-29,(281) 954-3277
WHITZARD INTERNATIONAL INC,KE (KENT) ZHOU,,(626) 366-4666,UNITED STATES,,034584,,034584,CITY OF INDUSTRY,CA,91748,17700 CASTLETON STREET SUITE 345,NVOCC,VICE PRESIDENT/SECRETARY,2028-04-30,
"KMY SUPPLY CHAIN MANAGEMENT CO.,LTD.",,,,CHINA,,034587,,,SHANGHAI,,,"1ST F. NO.281-289,LIXIN ROAD FENGXIAN DISTRICT",NVOCC,,2028-03-18,
"SHANGHAI HAMEL LOGISTICS CO.,LTD",,,,CHINA,,034588,,,SHANGHAI 200082,,,"FLOOR 8,NO.328 WUSONG ROAD HONGKOU DISTRICT",NVOCC,,2028-03-18,
UV SHIPPING AND LOGISTICS PVT LTD,,,,INDIA,,034589,,,CHENNAI 600031,,,"NEW NO.7, 9-B, 9TH FLOOR, THE RAIN TREE PL MC NICHOLAS ROAD, CHETPET, TAMIL NADU",NVOCC,,2028-03-18,
EAGLE SHIPPING AND LOGISTICS COMPANY LIMITED,,,,VIETNAM,,034590,,,HO CHI MINH CITY,,,"55 TA HIEN, THANH MY LOI WARD, THU DUC CITY",NVOCC,,2028-03-18,
"NINGBO YUANFOR SUPPLY CHAIN MANAGEMENT CO.,LTD",,,,CHINA,,034591,,,"NINGBO, ZHEJIANG 315100",,,"1807-1809, HUALIAN OFFICE BUILDING, 55 DONGDU RD. HAISHU DISTRICT",NVOCC,,2028-03-18,
"YIPAISONG (ZHEJIANG) SUPPLY CHAIN MANAGEMENT CO.,LTD",,,,CHINA,,034592,,,"YIWU, JINHUA, ZHEJIANG 322001",,,"ROOM2705, 4TH FLOOR, ZHONGFU SQUARE FUTIAN STREET",NVOCC,,2028-03-18,
SHANGHAI LIMENG INTERNATIONAL LOGISTICS CO LTD,,,,CHINA,,034593,,,SHANGHAI,,,"2ND FLOOR, DEPOT G, NO.600, HAITIAN 5TH ROAD PUDONG NEW AREA",NVOCC,,2028-03-18,
SGL LINE INDIA PRIVATE LIMITED,,,,INDIA,,034594,,,NAVI MUMBAI 400701,,,"4-5, VAKRATUND SOCIETY, OPP. MUKAMBIKA TEMPLE PLOT NO.1, SECTOR-5, GHANSOLI",NVOCC,,2028-03-18,
"SEGEM INTERNATIONAL CO.,LTD.",,,,"KOREA, SOUTH",,034595,,,SEOUL,,,"STE 705, CYGNUS B/D, 28 MUGYO-RO, JUNG-GU",NVOCC,,2028-03-18,
"SHENZHEN JUST FREIGHT FORWARDER CO.,LTD",,,,CHINA,,034596,,,SHENZHEN 518000,,,"BUILDING 3, FUJIANG INDUSTRIAL ZONE, DONGHUA ROAD FUYONG STREET, BAOAN DISTRICT",NVOCC,,2028-03-18,
QINGDAO YUNXING INTERNATIONAL LOGISTICS LIMITED COMPANY,,,,CHINA,,034597,,,"QINGDAO, SHANDONG",,,"ROOM 2316, NEW WORLD BUILDING NO. 9, FUZHOU SOUTH ROAD",NVOCC,,2028-03-19,
"UCC INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034598,,,QINGDAO 266000,,,"RM 1719, CENTURY BUILDING, NO. 39W DONGHAI ROAD",NVOCC,,2028-03-19,
SEABRIDGE GLOBAL SHIPPING LLC,STELLA KAMONI,,(404) 906-8190,UNITED STATES,,034599,,034599,ATLANTA,GA,30350,8735 DUNWOODY PLACE SUITE R,NVOCC,MEMBER,2028-09-30,
VOYNEXT FREIGHT INC,YIHUI ZHANG,,(909) 935-1177,UNITED STATES,,034600,,034600,RANCHO CUCAMONGA,CA,91739,14062 BALDWIN CT,NVOCC,"CEO, CFO AND SECRETARY",2028-10-31,
"USCARS LOGISTICS, LLC",OLEG GULIN,,(323) 253-8268,UNITED STATES,,034601,,033372,GRANADA HILLS,CA,91344,10412 GAYNOR AVE,NVOCC,MEMEBER,2028-02-29,
HECNY FORWARDING LIMITED,MARK ROYDEN,,(732) 726-0800,UNITED KINGDOM,,034603,,013396,HAYES  UB3 1DQ,,,"CROSSPOINT DISTRIBUTION PARK, SWALLOWFIELD WAY UNIT B",NVOCC,DIRECTOR,2028-06-30,
BLUEFIN COMMODITY FORWARDING LTD.,ERIC CHEN,,(604) 426-1080,CANADA,,034604,,034604,BURNABY V5C 2K6,,,4695 HASTINGS STREET 201A,NVOCC,CEO/CFO/SECRETARY/COO,2028-04-30,(888) 272-9862
QUICKWAY CUSTOMS USA INC,CHANA SHIFRIN,,(718) 541-6809,UNITED STATES,,034605,,034605,BROOKLYN,NY,11211,282 HOOPER STREET,NVOCC,COO,2028-05-31,
EAGLE TRANS SHIPPING & LOGISTICS FZCO,,,,UNITED ARAB EMIRATES,,034606,,,DUBAI,,,"OFFICE 809, X-3 JUMEIRAH BAY TOWER JUMEIRAH LAKE TOWERS, P.O. BOX 31024",NVOCC,,2028-03-21,
LOGICALL VIET NAM COMPANY LIMITED,,,,VIETNAM,,034607,,,HO CHI MINH CITY,,,"05TH FLR, HAI AU BLDG, 39B TRUONG SON ST TAN SON NHAT WARD",NVOCC,,2028-03-20,
ACEGLOBE INTL INC,,,,CHINA,,034609,,,DALIAN 116001,,,"85-1-303 ZHONGNAN ROAD, ZHONGSHAN DIST",NVOCC,,2028-03-20,
SEA EXPRESS LIMITED,,,,HONG KONG,,034610,,,TSIM SHATSUI 300203,,,"FLAT 2, 8/F WORKINGPORT COM'LBLDG 3 HAU FOOK ST",NVOCC,,2028-03-20,
RADHIKESH INTERNATIONAL PRIVATE LIMITED,,,,INDIA,,034612,,,FARIDABAD 121003,,,"G46, GROUND FLR, SRS TOWER, SEC 31, HARYANA",NVOCC,,2028-03-21,
"CITY OCEAN CROSS-BORDER E-COMMERCE LOGISTICS (ZHEJIANG) CO., LTD.",,,,CHINA,,034614,,,NINGBO 315040,,,"21F, YONGJIN BUILDING, NO.8 SOUTH XINGHAI RD GAOXIN DISTRICT, ZHEJIANG",NVOCC,,2028-03-24,
ALLYTRANS ITALIA SRL,,,,ITALY,,034615,,,MILAN 20096,,,"VAI DANTE ALIGHIERI 144, LIMITO DI PIOLTELLO",NVOCC,,2028-03-24,
ALLFREIGHT INC,NDONGO MINDJEME,,(202) 710-7166,UNITED STATES,,034616,,034616,JESSUP,MD,20794,7961 OLD JESSUP ROAD,NVOCC + FF,PRESIEDENT/TREASURER/BOARD MEMBER,2029-06-30,
"DAYA INTERNATIONAL FREIGHT FORWARDING CO., LTD",,,,CHINA,,034617,,,SHANGHAI 201306,,,"BUILDING C, NO.888 HUANHU WEST 2ND ROAD LINGANG NEW AREA, CHINA SHANGHAI PILOT FREE TRADE",NVOCC,,2028-03-24,
ALL WORLDWIDE LOGISTICS LLC,RONNY GUTIERREZ,,(954) 918-6305,UNITED STATES,,034618,,034618,MIAMI,FL,33147,2101 NW 95TH ST,NVOCC + FF,MEMBER,2029-08-31,
"JINGYAO EXPRESS CO., LTD",,,,CHINA,,034619,,,SHANGHAI,,,"ROOM 500, SAN JIU MANSION, NO. 60 JILIN ROAD",NVOCC,,2028-03-25,
"GUANGZHOU FANSHIDA INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034620,,,"GUANGZHOU, GUANGDONG 510440",,,"RM 102, BLDG C, SHELING INDUSTRIAL ZONE, NO. 3 WANGGANG AVENUE, JIAHE STREET, BAIYUN DIST",NVOCC,,2028-04-15,
FREIGHTWISE CARGO LLC,ABDULLAH SEN,,(201) 449-2966,UNITED STATES,,034621,,034621,WOODLAND PARK,NJ,07424,170 MERILINE AVE APT E,NVOCC + FF,MEMBER,2029-01-31,
"NINGBO ZOLEN INT'L LOGISTICS CO.,LTD.",,,,CHINA,,034623,,,NINGBO,,,"ROOM 1509,XINTIANDI INTERNATIONAL BUSINESS BUILDING.MIN'AN ROAD 1018, YINZHOU AREA",NVOCC,,2028-03-25,
MTC SHIPPING L.L.C.,PRANOY PAUL,,(973) 296-0259,UNITED STATES,,034625,,034625,VERONA,NJ,07044,25 POMPTON AVE 101,NVOCC,MEMBER,2029-05-31,
"ABCD INVESTMENTS AND LOGISTICS, LLC",KARIME ZAWADY,,(786) 542-5266,UNITED STATES,,034626,,034626,MEDLEY,FL,33178,9705 NW 108 AVE SUITE 10,NVOCC + FF,MEMBER,2029-06-30,
M. O. H. AUTO SALES INC.,,,(215) 778-2213,UNITED STATES,,034628,,034628,BRIDGETON,NJ,08302,330 E COMMERCE ST,NVOCC + FF,,2026-08-31,
COMMODITY INTL LLC,OSCAR CRISTANCHO,,(786) 241-6991,UNITED STATES,,034629,,034629,MEDLEY,FL,33178,12484 NW SOUTH RIVER DRIVE SUITE 322,NVOCC,MANAGING MEMBER,2029-09-30,(561) 609-1697
"WINIT (SHANGHAI) INFORMATION TECHNOLOGY CO., LTD.",,,,CHINA,,034631,,,SHANGHAI 200086,,,"ROOM 2303, JIHUI BUILDING, 575 WUSONG ROAD HONGKOU DISTRICT",NVOCC,,2028-03-28,
"NINGBO HENGTUO INTERNATIONAL LOGISTICS CO.,LTD.",,,,CHINA,,034632,,,"NINGBO, ZHEJIANG 315100",,,"2801-31, NO.535, TIANTONG SOUTH ROAD SHOUNAN STREET, YINZHOU DISTRICT",NVOCC,,2028-03-28,
"NINGBO WUJIE INTERNATIONAL LOGISTICS CO., LTD",,,,CHINA,,034633,,,"NINGBO CITY, ZHEJIANG 315042",,,"NO. 55 HAIYAN NORTH ROAD, FUMING STREET YINZHOU DISTRICT",NVOCC,,2028-03-28,
ORANGE SEA LINE LIMITED,,,,HONG KONG,,034635,,,CAUSEWAY BAY,,,"6/F FORTUNE CENTRE, 44-48 YUN PING ROAD",NVOCC,,2028-04-15,
AIRSEA FORWARDERS INDIA PRIVATE LIMITED,,,,INDIA,,034636,,,CHENNAI 600016,,,"NO.473E, FIRST FLOOR, MKN ROAD ALANDUR, TAMIL NADU",NVOCC,,2028-03-28,
KLN FREIGHT CANADA INC.,,,,CANADA,,034638,,,QUEBEC H9P 2W9,,,"1425 ROUTE TRANSCANADA, SUITE 150 DORVAL",NVOCC,,2028-03-17,
"JB LOGIS, INC.",WOO BYUN,,(678) 224-0712,UNITED STATES,,034639,,034639,DULUTH,GA,30096,3473 SATELLITE BLVD #210N,NVOCC,PRESIDENT,2026-09-30,(999) 999-9999
KHAI MINH GROUPS COMPANY LIMITED,,,,VIETNAM,,034640,,,HA NOI CITY,,,"10TH FLOOR, SONG HONG OFFICE BUILDING, NO. 165 THAI HA, LANG HA WARD, DONG DA DISTRICT",NVOCC,,2028-04-01,
EXPRESS TRAVEL CORP.,MICHAEL GONZALEZ,,(786) 258-1069,UNITED STATES,,034641,,034641,HIALEAH,FL,33012,4100 PALM AVE,NVOCC,TREASURER,2027-01-31,(305) 422-6222
"SHENZHEN GOLUCKY SUPPLY CHAIN TECHNOLOGY CO., LTD",,,,CHINA,,034642,GOLUCKY,,SHENZHEN 518100,,,"1801-02, BLDG. 6, WEST BLOCK II, TIAN'AN YUNGU INDUSTRIAL PARK, BANTIAN ST., LONGGANG DISTRICT",NVOCC,,2028-04-01,
"SHANGHAI LINKUP SUPPLY CHAIN MANAGEMENT CO., LTD",,,,CHINA,,034643,,,SHANGHAI 200086,,,"RM 2201, RUIHONG CORPORATE AVENUE T2 NO 118 FEIHONG ROAD, HONGKOU DISTRICT",NVOCC,,2028-04-01,
HBH LOGISTICS GMBH & CO.KG,,,,GERMANY,,034644,,,STUHR 28816,,,EDISONSTRASSE 9,NVOCC,,2028-04-01,
"SUZHOU JILONGFENGDA INTERNATIONAL LOGISTICS CO.,LTD",,,,CHINA,,034646,,,"SUZHOU, JIANGSU 215000",,,"ROOM 617, BUILDING 1, LEJIA LARGE BUILDING NO.8 JIARUI ALLEY, SUZHOU INDUSTRIAL PARK",NVOCC,,2028-04-03,
UTRADE INC.,,,,CANADA,,034648,,,NEW BRUNSWICK E1G 4R3,,,"1075 MOUNTAIN ROAD, MONCTON P.O. BOX 29163, RPO NORTH END, UTRADE INC.",NVOCC,,2028-04-02,
TRI-MODE SYSTEM (M) BHD,,,,MALAYSIA,,034649,,,"PULAU INDAH, SELANGOR 42920",,,"WISMA TRI-MODE, NO. 1 (LOT 48), JALAN SUNGAI CHANDONG 24/KS11, TAMAN PERINDUSTRIAN PULAU INDAH",NVOCC,,2028-04-03,
"HONG FAN LOGISTICS CO., LTD",,,,CHINA,,034650,,,SHENZHEN 518100,,,"J5 B3, BLDG 13, LEHUI SCIENCE & TECHN INNOVATION CENTER, NO. 489 JIHUA ROAD LONGGANG DISTRICT",NVOCC,,2028-04-03,
"SUNSHINE SUPPLY CHAIN (ZHEJIANG) CO.,LTD",,,,CHINA,,034651,,,"NINGBO, ZHEJIANG",,,"ROOM 1107, CENTURY ORIENTAL PLAZA COB OFFICE BUILD 1083 ZHONGSHAN EAST ROAD, YINZHOU DISTRICT",NVOCC,,2028-04-03,
ITER LOGISTICS USA LLC,MILTON CAMPOS,,(713) 730-7023,UNITED STATES,,034652,,034652,AUSTIN,TX,78731,5511 PARKCREST DR 103,NVOCC + FF,MANAGER,2027-02-28,(000) 000-0000
SUTTON SERVICES LLC,RHONDA HARRIS,,(734) 486-5077,UNITED STATES,,034653,SSI LOGISTICS,034653,LEE’S SUMMIT,MO,64063,229 SE DOUGLAS ST STE 210,NVOCC,MANAGER,2027-03-31,(734) 486-5077
"SHENZHEN HUANSHUNTONG SUPPLY CHAIN CO., LTD",,,,CHINA,,034655,,,SHENZHEN 518000,,,"1706, BLOCK A, BUILDING 1, GANFENG TECHNOLOGY BUILDING, NO. 993 JIAXIAN ROAD, XIANGJIAOTANG",NVOCC,,2028-04-03,
"3PLUS LOGISTICS KOREA CO.,LTD.",,,,"KOREA, SOUTH",,034657,,,SEOUL 04035,,,"STE 602, JINSUNG BLDG 2F 36 DONGGYO-RO 12 GIL, MAPO-GU",NVOCC,,2028-04-04,
SAMA LOGISTICS SOLUTIONS LLP,,,,INDIA,,034658,,,CHENNAI 600083,,,"PLOT C, 1ST FLOOR, 436/52, 48TH STREET 9TH AVENUE, ASHOK NAGAR",NVOCC,,2028-04-04,
SEOVIA CORPORATION,,,,"KOREA, SOUTH",,034659,,,BUSAN 48093,,,"#1015, 203 HAEUNDAEHAEBYEON-RO, HAEUNDAE-GU",NVOCC,,2028-04-04,
LINKTRANS LOGISTICS (VIET NAM) COMPANY LIMITED,,,,VIETNAM,,034660,,,HO CHI MINH CITY 72300,,,"NO L3-45.OT04, THELANDMARK3 VINHOMES CENTRAL PARK 720A DIEN BIEN PHU STREET, NO 22 WARD,BINH THANH D",NVOCC,,2028-04-04,
"SHANGHAI PENGHONG INTERNATIONAL FREIGHT FORWARDING CO.,LTD",,,,CHINA,,034662,,,SHANGHAI 202150,,,"NO. 1700 GANGYAN RD.,GANYAN TOWN,CHONGMING DIST. (SHANGHAI GANGYAN ECONOMIC COMMUNITY)",NVOCC,,2028-04-07,
"LIWEI WISDOM (SHENZHEN)LOGISTICS CO.,LTD",,,,CHINA,,034663,,,SHENZHEN 518000,,,"A2202, BLDG A, LONGGUANG JIUZUAN BUSINESS CENTER TENGLONG RD, DALING COMM., MINZHI ST, LONGHUA D.",NVOCC,,2028-04-08,
